text,cleaning,case_folding,tokenizing,normalisasi,label
Geloooo hertoddddd,Geloooo hertoddddd,geloooo hertoddddd,"['geloooo', 'hertoddddd']","['geloooo', 'hertoddddd']",Non-Toxic
Songong si Onic lantai MPL DI JADIKAN TAMAN BERMAIN FIX KUTUKAN 😂😂😂,Songong si Onic lantai MPL DI JADIKAN TAMAN BERMAIN FIX KUTUKAN,songong si onic lantai mpl di jadikan taman bermain fix kutukan,"['songong', 'si', 'onic', 'lantai', 'mpl', 'di', 'jadikan', 'taman', 'bermain', 'fix', 'kutukan']","['songong', 'si', 'onic', 'lantai', 'mpl', 'di', 'jadikan', 'taman', 'bermain', 'fix', 'kutukan']",Toxic
Apalah pemain onic ke trigger semua jir,Apalah pemain onic ke trigger semua jir,apalah pemain onic ke trigger semua jir,"['apalah', 'pemain', 'onic', 'ke', 'trigger', 'semua', 'jir']","['apalah', 'pemain', 'onic', 'ke', 'trigger', 'semua', 'jir']",Non-Toxic
gg btr,gg btr,gg btr,"['gg', 'btr']","['gg', 'btr']",Non-Toxic
LANDAK SAYURR,LANDAK SAYURR,landak sayurr,"['landak', 'sayurr']","['landak', 'sayurr']",Non-Toxic
"Lu aja cuma bisa komen,wkwkwkwk",Lu aja cuma bisa komenwkwkwkwk,lu aja cuma bisa komenwkwkwkwk,"['lu', 'aja', 'cuma', 'bisa', 'komenwkwkwkwk']","['lu', 'saja', 'cuma', 'bisa', 'komenwkwkwkwk']",Non-Toxic
"Mulai banding bandingin,nih gua kasih tau ya""sanz kan pialanya 7 sedangkan moreno 1,kalau mau nandingin sanz,ya minimal piala harus sama,paham""",Mulai banding bandinginnih gua kasih tau yasanz kan pialanya sedangkan moreno kalau mau nandingin sanzya minimal piala harus samapaham,mulai banding bandinginnih gua kasih tau yasanz kan pialanya sedangkan moreno kalau mau nandingin sanzya minimal piala harus samapaham,"['mulai', 'banding', 'bandinginnih', 'gua', 'kasih', 'tau', 'yasanz', 'kan', 'pialanya', 'sedangkan', 'moreno', 'kalau', 'mau', 'nandingin', 'sanzya', 'minimal', 'piala', 'harus', 'samapaham']","['mulai', 'banding', 'bandinginnih', 'gue', 'kasih', 'tau', 'yasanz', 'kan', 'pialanya', 'sedangkan', 'moreno', 'kalau', 'mau', 'nandingin', 'sanzya', 'minimal', 'piala', 'harus', 'samapaham']",Non-Toxic
Baru nonton mpl ya kak?,Baru nonton mpl ya kak,baru nonton mpl ya kak,"['baru', 'nonton', 'mpl', 'ya', 'kak']","['baru', 'nonton', 'mpl', 'ya', 'kak']",Non-Toxic
5:37:31 when yh,when yh,when yh,"['when', 'yh']","['when', 'yh']",Non-Toxic
Alhamdulillah gak jadi liga tani,Alhamdulillah gak jadi liga tani,alhamdulillah gak jadi liga tani,"['alhamdulillah', 'gak', 'jadi', 'liga', 'tani']","['alhamdulillah', 'tidak', 'jadi', 'liga', 'tani']",Non-Toxic
RRQ kelinci percobaan😂😅😂😅,RRQ kelinci percobaan,rrq kelinci percobaan,"['rrq', 'kelinci', 'percobaan']","['rrq', 'kelinci', 'percobaan']",Non-Toxic
RRQ DARKSISTEM BOT🤣🫵🏻,RRQ DARKSISTEM BOT,rrq darksistem bot,"['rrq', 'darksistem', 'bot']","['rrq', 'darksistem', 'bot']",Toxic
"2 kata lucu
KINGDOM SENANG
RAJA LANGIT
LIGA TANI
KEBANGGAAN NEGARA
LAGI-LAGI KINGDOM",kata lucu KINGDOM SENANG RAJA LANGIT LIGA TANI KEBANGGAAN NEGARA LAGILAGI KINGDOM,kata lucu kingdom senang raja langit liga tani kebanggaan negara lagilagi kingdom,"['kata', 'lucu', 'kingdom', 'senang', 'raja', 'langit', 'liga', 'tani', 'kebanggaan', 'negara', 'lagilagi', 'kingdom']","['kata', 'lucu', 'kingdom', 'senang', 'raja', 'langit', 'liga', 'tani', 'kebanggaan', 'negara', 'lagilagi', 'kingdom']",Non-Toxic
KINGFINIX BUKAN RAJA GALAXY BUAT APA ??,KINGFINIX BUKAN RAJA GALAXY BUAT APA,kingfinix bukan raja galaxy buat apa,"['kingfinix', 'bukan', 'raja', 'galaxy', 'buat', 'apa']","['kingfinix', 'bukan', 'raja', 'galaxy', 'buat', 'apa']",Non-Toxic
Kok kaya janggal ya onic kalah🤔,Kok kaya janggal ya onic kalah,kok kaya janggal ya onic kalah,"['kok', 'kaya', 'janggal', 'ya', 'onic', 'kalah']","['kok', 'kaya', 'janggal', 'ya', 'onic', 'kalah']",Non-Toxic
Ph vs Ph ini mah udah,Ph vs Ph ini mah udah,ph vs ph ini mah udah,"['ph', 'vs', 'ph', 'ini', 'mah', 'udah']","['ph', 'vs', 'ph', 'ini', 'mah', 'udah']",Non-Toxic
kerla cuman bisa claude?,kerla cuman bisa claude,kerla cuman bisa claude,"['kerla', 'cuman', 'bisa', 'claude']","['kerla', 'cuman', 'bisa', 'claude']",Non-Toxic
Makan tu kelra 😂😂😂😂,Makan tu kelra,makan tu kelra,"['makan', 'tu', 'kelra']","['makan', 'tu', 'kelra']",Non-Toxic
Tapi jangan 4 0 juga kali massa gk di kasih poin ada apa dengan onic,Tapi jangan juga kali massa gk di kasih poin ada apa dengan onic,tapi jangan juga kali massa gk di kasih poin ada apa dengan onic,"['tapi', 'jangan', 'juga', 'kali', 'massa', 'gk', 'di', 'kasih', 'poin', 'ada', 'apa', 'dengan', 'onic']","['tapi', 'jangan', 'juga', 'kali', 'massa', 'tidak', 'di', 'kasih', 'poin', 'ada', 'apa', 'dengan', 'onic']",Non-Toxic
IKL BACK TO BACK,IKL BACK TO BACK,ikl back to back,"['ikl', 'back', 'to', 'back']","['ikl', 'back', 'to', 'back']",Non-Toxic
Downgrade dri s25 ultra cuma dpt infinix wkwk,Downgrade dri s ultra cuma dpt infinix wkwk,downgrade dri s ultra cuma dpt infinix wkwk,"['downgrade', 'dri', 's', 'ultra', 'cuma', 'dpt', 'infinix', 'wkwk']","['downgrade', 'dri', 's', 'ultra', 'cuma', 'dpt', 'infinix', 'wkwk']",Non-Toxic
"Oii morenooo gak usah terlalu sombong dpt cincin,
Sanz lihat tingkah lu bikin dia ketawa krna Sanz cincin dia brpa",Oii morenooo gak usah terlalu sombong dpt cincin Sanz lihat tingkah lu bikin dia ketawa krna Sanz cincin dia brpa,oii morenooo gak usah terlalu sombong dpt cincin sanz lihat tingkah lu bikin dia ketawa krna sanz cincin dia brpa,"['oii', 'morenooo', 'gak', 'usah', 'terlalu', 'sombong', 'dpt', 'cincin', 'sanz', 'lihat', 'tingkah', 'lu', 'bikin', 'dia', 'ketawa', 'krna', 'sanz', 'cincin', 'dia', 'brpa']","['oii', 'morenooo', 'tidak', 'usah', 'terlalu', 'sombong', 'dpt', 'cincin', 'sanz', 'lihat', 'tingkah', 'lu', 'bikin', 'dia', 'ketawa', 'krna', 'sanz', 'cincin', 'dia', 'brpa']",Toxic
1:17:37 😂 bener sih lerr.. Cuma kga lengkap makanya onic jadi dpt 1 nya doang,bener sih lerr Cuma kga lengkap makanya onic jadi dpt nya doang,bener sih lerr cuma kga lengkap makanya onic jadi dpt nya doang,"['bener', 'sih', 'lerr', 'cuma', 'kga', 'lengkap', 'makanya', 'onic', 'jadi', 'dpt', 'nya', 'doang']","['bener', 'sih', 'lerr', 'cuma', 'kga', 'lengkap', 'makanya', 'onic', 'jadi', 'dpt', 'nya', 'doang']",Non-Toxic
5:00:55 😭😭🤧,,,[],[],Non-Toxic
udah ada yeb udah ada kelra padahal hampi di bikin telor sama btr,udah ada yeb udah ada kelra padahal hampi di bikin telor sama btr,udah ada yeb udah ada kelra padahal hampi di bikin telor sama btr,"['udah', 'ada', 'yeb', 'udah', 'ada', 'kelra', 'padahal', 'hampi', 'di', 'bikin', 'telor', 'sama', 'btr']","['udah', 'ada', 'yeb', 'udah', 'ada', 'kelra', 'padahal', 'hampi', 'di', 'bikin', 'telor', 'sama', 'btr']",Non-Toxic
Hertod dingin 🌷💐🥰,Hertod dingin,hertod dingin,"['hertod', 'dingin']","['hertod', 'dingin']",Non-Toxic
Hahahah 2 PH tak berkutik,Hahahah PH tak berkutik,hahahah ph tak berkutik,"['hahahah', 'ph', 'tak', 'berkutik']","['hahahah', 'ph', 'tak', 'berkutik']",Non-Toxic
KASIH AJA BUAT TIM LOKAL PIALA KINGFINIX kecuali RAJA GALAXY,KASIH AJA BUAT TIM LOKAL PIALA KINGFINIX kecuali RAJA GALAXY,kasih aja buat tim lokal piala kingfinix kecuali raja galaxy,"['kasih', 'aja', 'buat', 'tim', 'lokal', 'piala', 'kingfinix', 'kecuali', 'raja', 'galaxy']","['kasih', 'saja', 'buat', 'tim', 'lokal', 'piala', 'kingfinix', 'kecuali', 'raja', 'galaxy']",Non-Toxic
lu knp 😂,lu knp,lu knp,"['lu', 'knp']","['lu', 'knp']",Non-Toxic
 @yanto12345-h  panas panas,h panas panas,h panas panas,"['h', 'panas', 'panas']","['h', 'panas', 'panas']",Non-Toxic
"2 kata lucu? 10 kata namanya bg,belajar baca lagi ya😂😂",kata lucu kata namanya bgbelajar baca lagi ya,kata lucu kata namanya bgbelajar baca lagi ya,"['kata', 'lucu', 'kata', 'namanya', 'bgbelajar', 'baca', 'lagi', 'ya']","['kata', 'lucu', 'kata', 'namanya', 'bgbelajar', 'baca', 'lagi', 'ya']",Non-Toxic
​ @retnodyahbasurini8059 belajar dek itu udah beda baris artinya dipisah😂 jangan kebanyakan skip bahasa indonesia lu sonic dongo😂,belajar dek itu udah beda baris artinya dipisah jangan kebanyakan skip bahasa indonesia lu sonic dongo,belajar dek itu udah beda baris artinya dipisah jangan kebanyakan skip bahasa indonesia lu sonic dongo,"['belajar', 'dek', 'itu', 'udah', 'beda', 'baris', 'artinya', 'dipisah', 'jangan', 'kebanyakan', 'skip', 'bahasa', 'indonesia', 'lu', 'sonic', 'dongo']","['belajar', 'dek', 'itu', 'udah', 'beda', 'baris', 'artinya', 'dipisah', 'jangan', 'kebanyakan', 'skip', 'bahasa', 'indonesia', 'lu', 'sonic', 'dongo']",Non-Toxic
Hadeh season depan dibikin liga tani lagi tuh mpl id ama onic,Hadeh season depan dibikin liga tani lagi tuh mpl id ama onic,hadeh season depan dibikin liga tani lagi tuh mpl id ama onic,"['hadeh', 'season', 'depan', 'dibikin', 'liga', 'tani', 'lagi', 'tuh', 'mpl', 'id', 'ama', 'onic']","['hadeh', 'season', 'depan', 'dibikin', 'liga', 'tani', 'lagi', 'tuh', 'mpl', 'id', 'ama', 'onic']",Non-Toxic
efek hertod,efek hertod,efek hertod,"['efek', 'hertod']","['efek', 'hertod']",Non-Toxic
1:59:58 tangan si kelra gementar cuk,tangan si kelra gementar cuk,tangan si kelra gementar cuk,"['tangan', 'si', 'kelra', 'gementar', 'cuk']","['tangan', 'si', 'kelra', 'gementar', 'cuk']",Non-Toxic
Mpl settingan😂,Mpl settingan,mpl settingan,"['mpl', 'settingan']","['mpl', 'settingan']",Non-Toxic
KINGFINIX bukan RAJA GALAXY,KINGFINIX bukan RAJA GALAXY,kingfinix bukan raja galaxy,"['kingfinix', 'bukan', 'raja', 'galaxy']","['kingfinix', 'bukan', 'raja', 'galaxy']",Non-Toxic
Btr🎉,Btr,btr,['btr'],['btr'],Non-Toxic
"Kesimpulannya. SKYLAR Adalah king gold lane di ONIC. 
KELRA BEBAN",Kesimpulannya SKYLAR Adalah king gold lane di ONIC KELRA BEBAN,kesimpulannya skylar adalah king gold lane di onic kelra beban,"['kesimpulannya', 'skylar', 'adalah', 'king', 'gold', 'lane', 'di', 'onic', 'kelra', 'beban']","['kesimpulannya', 'skylar', 'adalah', 'king', 'gold', 'lane', 'di', 'onic', 'kelra', 'beban']",Toxic
Tapi GK ke MSC 😂😂😂,Tapi GK ke MSC,tapi gk ke msc,"['tapi', 'gk', 'ke', 'msc']","['tapi', 'tidak', 'ke', 'msc']",Non-Toxic
Jir bawa kelra malah kalah,Jir bawa kelra malah kalah,jir bawa kelra malah kalah,"['jir', 'bawa', 'kelra', 'malah', 'kalah']","['jir', 'bawa', 'kelra', 'malah', 'kalah']",Non-Toxic
"Sonic lagi bagi"" piala ya",Sonic lagi bagi piala ya,sonic lagi bagi piala ya,"['sonic', 'lagi', 'bagi', 'piala', 'ya']","['sonic', 'lagi', 'bagi', 'piala', 'ya']",Non-Toxic
ONIC AYAM KUNING PETOK PETOK🐤🐤🐤🐤🐤🐤🐤,ONIC AYAM KUNING PETOK PETOK,onic ayam kuning petok petok,"['onic', 'ayam', 'kuning', 'petok', 'petok']","['onic', 'ayam', 'kuning', 'petok', 'petok']",Non-Toxic
ONIC AYAM KUNING PETOK PETOK🐤🐤🐤🐤🐤🐤🐤,ONIC AYAM KUNING PETOK PETOK,onic ayam kuning petok petok,"['onic', 'ayam', 'kuning', 'petok', 'petok']","['onic', 'ayam', 'kuning', 'petok', 'petok']",Non-Toxic
5:23:59 itu di cium ya?,itu di cium ya,itu di cium ya,"['itu', 'di', 'cium', 'ya']","['itu', 'di', 'cium', 'ya']",Non-Toxic
"Wah double Champion wkwkkw gak cuma fokus MDL, selamat

Bukan liga tani dan GOLD LINE TERBAIK GAGAL ANGKAT PIALA?",Wah double Champion wkwkkw gak cuma fokus MDL selamat Bukan liga tani dan GOLD LINE TERBAIK GAGAL ANGKAT PIALA,wah double champion wkwkkw gak cuma fokus mdl selamat bukan liga tani dan gold line terbaik gagal angkat piala,"['wah', 'double', 'champion', 'wkwkkw', 'gak', 'cuma', 'fokus', 'mdl', 'selamat', 'bukan', 'liga', 'tani', 'dan', 'gold', 'line', 'terbaik', 'gagal', 'angkat', 'piala']","['wah', 'double', 'champion', 'wkwkkw', 'tidak', 'cuma', 'fokus', 'mdl', 'selamat', 'bukan', 'liga', 'tani', 'dan', 'gold', 'line', 'terbaik', 'gagal', 'angkat', 'piala']",Toxic
user sobri roam juara woyy,user sobri roam juara woyy,user sobri roam juara woyy,"['user', 'sobri', 'roam', 'juara', 'woyy']","['user', 'sobri', 'roam', 'juara', 'woyy']",Non-Toxic
BTR MENYELAMATKAN ML,BTR MENYELAMATKAN ML,btr menyelamatkan ml,"['btr', 'menyelamatkan', 'ml']","['btr', 'menyelamatkan', 'ml']",Non-Toxic
ONIC AYAM KUNING PETOK PETOK🐤🐤🐤🐤🐤🐤🐤,ONIC AYAM KUNING PETOK PETOK,onic ayam kuning petok petok,"['onic', 'ayam', 'kuning', 'petok', 'petok']","['onic', 'ayam', 'kuning', 'petok', 'petok']",Non-Toxic
Yeb kenak karma..mau namba cincin liga tani..abis tu ngilang...eeeh..ngk tau nya zonk😂😂😂,Yeb kenak karmamau namba cincin liga taniabis tu ngilangeeehngk tau nya zonk,yeb kenak karmamau namba cincin liga taniabis tu ngilangeeehngk tau nya zonk,"['yeb', 'kenak', 'karmamau', 'namba', 'cincin', 'liga', 'taniabis', 'tu', 'ngilangeeehngk', 'tau', 'nya', 'zonk']","['yeb', 'kenak', 'karmamau', 'namba', 'cincin', 'liga', 'taniabis', 'tu', 'ngilangeeehngk', 'tau', 'nya', 'zonk']",Toxic
Gua respek aja btr tapi kalo ngatain ya gua counter aja pake emang btr bisa menang mpl 8kali gitu,Gua respek aja btr tapi kalo ngatain ya gua counter aja pake emang btr bisa menang mpl kali gitu,gua respek aja btr tapi kalo ngatain ya gua counter aja pake emang btr bisa menang mpl kali gitu,"['gua', 'respek', 'aja', 'btr', 'tapi', 'kalo', 'ngatain', 'ya', 'gua', 'counter', 'aja', 'pake', 'emang', 'btr', 'bisa', 'menang', 'mpl', 'kali', 'gitu']","['gue', 'respek', 'saja', 'btr', 'tapi', 'kalau', 'ngatain', 'ya', 'gue', 'counter', 'saja', 'pake', 'emang', 'btr', 'bisa', 'menang', 'mpl', 'kali', 'gitu']",Non-Toxic
kaditaa pakai njiang,kaditaa pakai njiang,kaditaa pakai njiang,"['kaditaa', 'pakai', 'njiang']","['kaditaa', 'pakai', 'njiang']",Non-Toxic
"3:41:30 Nnael gak bisa dipredik, Kelra jadi kumar",Nnael gak bisa dipredik Kelra jadi kumar,nnael gak bisa dipredik kelra jadi kumar,"['nnael', 'gak', 'bisa', 'dipredik', 'kelra', 'jadi', 'kumar']","['nnael', 'tidak', 'bisa', 'dipredik', 'kelra', 'jadi', 'kumar']",Non-Toxic
"Bang saran gw hapus aja comment nya bang dari pada dibilang alasan lah, ini lah itu lah 
Tim lu kalau kalah kalah aja",Bang saran gw hapus aja comment nya bang dari pada dibilang alasan lah ini lah itu lah Tim lu kalau kalah kalah aja,bang saran gw hapus aja comment nya bang dari pada dibilang alasan lah ini lah itu lah tim lu kalau kalah kalah aja,"['bang', 'saran', 'gw', 'hapus', 'aja', 'comment', 'nya', 'bang', 'dari', 'pada', 'dibilang', 'alasan', 'lah', 'ini', 'lah', 'itu', 'lah', 'tim', 'lu', 'kalau', 'kalah', 'kalah', 'aja']","['bang', 'saran', 'gue', 'hapus', 'saja', 'comment', 'nya', 'bang', 'dari', 'pada', 'dibilang', 'alasan', 'lah', 'ini', 'lah', 'itu', 'lah', 'tim', 'lu', 'kalau', 'kalah', 'kalah', 'saja']",Non-Toxic
Bukan Vans rrq,Bukan Vans rrq,bukan vans rrq,"['bukan', 'vans', 'rrq']","['bukan', 'vans', 'rrq']",Non-Toxic
​@zaikzzzXhilalbukan,,,[],[],Non-Toxic
sorry emann di atas kelra wkwkw,sorry emann di atas kelra wkwkw,sorry emann di atas kelra wkwkw,"['sorry', 'emann', 'di', 'atas', 'kelra', 'wkwkw']","['sorry', 'emann', 'di', 'atas', 'kelra', 'wkwkw']",Non-Toxic
Onic bagi biar byr seneg,Onic bagi biar byr seneg,onic bagi biar byr seneg,"['onic', 'bagi', 'biar', 'byr', 'seneg']","['onic', 'bagi', 'biar', 'byr', 'seneg']",Non-Toxic
Pulung onic holic wkwk,Pulung onic holic wkwk,pulung onic holic wkwk,"['pulung', 'onic', 'holic', 'wkwk']","['pulung', 'onic', 'holic', 'wkwk']",Non-Toxic
Giveaway 😅,Giveaway,giveaway,['giveaway'],['giveaway'],Non-Toxic
Gg btr,Gg btr,gg btr,"['gg', 'btr']","['gg', 'btr']",Non-Toxic
"oii Tod,
panggil gue King Tod 👑",oii Tod panggil gue King Tod,oii tod panggil gue king tod,"['oii', 'tod', 'panggil', 'gue', 'king', 'tod']","['oii', 'tod', 'panggil', 'gue', 'king', 'tod']",Non-Toxic
Masalah nya kacamata,Masalah nya kacamata,masalah nya kacamata,"['masalah', 'nya', 'kacamata']","['masalah', 'nya', 'kacamata']",Non-Toxic
GG,GG,gg,['gg'],['gg'],Non-Toxic
Onic kalah kyak bahagia 😂,Onic kalah kyak bahagia,onic kalah kyak bahagia,"['onic', 'kalah', 'kyak', 'bahagia']","['onic', 'kalah', 'kyak', 'bahagia']",Non-Toxic
Akhirnya onic tidak juara,Akhirnya onic tidak juara,akhirnya onic tidak juara,"['akhirnya', 'onic', 'tidak', 'juara']","['akhirnya', 'onic', 'tidak', 'juara']",Non-Toxic
Nice try onic masih ada ewc,Nice try onic masih ada ewc,nice try onic masih ada ewc,"['nice', 'try', 'onic', 'masih', 'ada', 'ewc']","['nice', 'try', 'onic', 'masih', 'ada', 'ewc']",Non-Toxic
"Final paling gak seru mpl season ini asli di ayam""in",Final paling gak seru mpl season ini asli di ayamin,final paling gak seru mpl season ini asli di ayamin,"['final', 'paling', 'gak', 'seru', 'mpl', 'season', 'ini', 'asli', 'di', 'ayamin']","['final', 'paling', 'tidak', 'seru', 'mpl', 'season', 'ini', 'asli', 'di', 'ayamin']",Non-Toxic
KELRA LAWAK 😂,KELRA LAWAK,kelra lawak,"['kelra', 'lawak']","['kelra', 'lawak']",Non-Toxic
"kesian si Kelra, pasti pegel tu pungguh dia",kesian si Kelra pasti pegel tu pungguh dia,kesian si kelra pasti pegel tu pungguh dia,"['kesian', 'si', 'kelra', 'pasti', 'pegel', 'tu', 'pungguh', 'dia']","['kesian', 'si', 'kelra', 'pasti', 'pegel', 'tu', 'pungguh', 'dia']",Non-Toxic
Onic gak seperti sebelumnya,Onic gak seperti sebelumnya,onic gak seperti sebelumnya,"['onic', 'gak', 'seperti', 'sebelumnya']","['onic', 'tidak', 'seperti', 'sebelumnya']",Non-Toxic
Di menit 01:35:50 paling gua suka,Di menit paling gua suka,di menit paling gua suka,"['di', 'menit', 'paling', 'gua', 'suka']","['di', 'menit', 'paling', 'gue', 'suka']",Non-Toxic
"Btr prime, trutama Moreno, Naell mah, udh jago dr dlu, cuman disia2in onic sok jago",Btr prime trutama Moreno Naell mah udh jago dr dlu cuman disiain onic sok jago,btr prime trutama moreno naell mah udh jago dr dlu cuman disiain onic sok jago,"['btr', 'prime', 'trutama', 'moreno', 'naell', 'mah', 'udh', 'jago', 'dr', 'dlu', 'cuman', 'disiain', 'onic', 'sok', 'jago']","['btr', 'prime', 'trutama', 'moreno', 'naell', 'mah', 'sudah', 'jago', 'dari', 'dlu', 'cuman', 'disiain', 'onic', 'sok', 'jago']",Non-Toxic
"Final MPL kok. Gak ada gregetnya,",Final MPL kok Gak ada gregetnya,final mpl kok gak ada gregetnya,"['final', 'mpl', 'kok', 'gak', 'ada', 'gregetnya']","['final', 'mpl', 'kok', 'tidak', 'ada', 'gregetnya']",Non-Toxic
4 : 1 😂😂,,,[],[],Non-Toxic
Makan tuh raja langit😂,Makan tuh raja langit,makan tuh raja langit,"['makan', 'tuh', 'raja', 'langit']","['makan', 'tuh', 'raja', 'langit']",Non-Toxic
Katanya liga tani. Ups.,Katanya liga tani Ups,katanya liga tani ups,"['katanya', 'liga', 'tani', 'ups']","['katanya', 'liga', 'tani', 'ups']",Non-Toxic
Coach yeb aja masih ketawa  wok😂😂😂😊,Coach yeb aja masih ketawa wok,coach yeb aja masih ketawa wok,"['coach', 'yeb', 'aja', 'masih', 'ketawa', 'wok']","['coach', 'yeb', 'saja', 'masih', 'ketawa', 'wok']",Non-Toxic
Bapalu lawak😂,Bapalu lawak,bapalu lawak,"['bapalu', 'lawak']","['bapalu', 'lawak']",Non-Toxic
Lu kali lawak,Lu kali lawak,lu kali lawak,"['lu', 'kali', 'lawak']","['lu', 'kali', 'lawak']",Non-Toxic
Dia udh usaha lu malah komen gk jelas.lawak,Dia udh usaha lu malah komen gk jelaslawak,dia udh usaha lu malah komen gk jelaslawak,"['dia', 'udh', 'usaha', 'lu', 'malah', 'komen', 'gk', 'jelaslawak']","['dia', 'sudah', 'usaha', 'lu', 'malah', 'komen', 'tidak', 'jelaslawak']",Non-Toxic
"Nggak juga, beberapa kali selalu dipickoff Shogun",Nggak juga beberapa kali selalu dipickoff Shogun,nggak juga beberapa kali selalu dipickoff shogun,"['nggak', 'juga', 'beberapa', 'kali', 'selalu', 'dipickoff', 'shogun']","['tidak', 'juga', 'beberapa', 'kali', 'selalu', 'dipickoff', 'shogun']",Non-Toxic
Masih sama aja,Masih sama aja,masih sama aja,"['masih', 'sama', 'aja']","['masih', 'sama', 'saja']",Non-Toxic
Masih raja langit bro onic wkwkwk apalah baru juara sekali 😂😂,Masih raja langit bro onic wkwkwk apalah baru juara sekali,masih raja langit bro onic wkwkwk apalah baru juara sekali,"['masih', 'raja', 'langit', 'bro', 'onic', 'wkwkwk', 'apalah', 'baru', 'juara', 'sekali']","['masih', 'raja', 'langit', 'bro', 'onic', 'wkwkwk', 'apalah', 'baru', 'juara', 'sekali']",Non-Toxic
Baru juara banyak gaya😏,Baru juara banyak gaya,baru juara banyak gaya,"['baru', 'juara', 'banyak', 'gaya']","['baru', 'juara', 'banyak', 'gaya']",Non-Toxic
Bapalu dilangit😂,Bapalu dilangit,bapalu dilangit,"['bapalu', 'dilangit']","['bapalu', 'dilangit']",Non-Toxic
Akhirnya bukan onic lagi bosen co,Akhirnya bukan onic lagi bosen co,akhirnya bukan onic lagi bosen co,"['akhirnya', 'bukan', 'onic', 'lagi', 'bosen', 'co']","['akhirnya', 'bukan', 'onic', 'lagi', 'bosen', 'co']",Non-Toxic
King Moreno,King Moreno,king moreno,"['king', 'moreno']","['king', 'moreno']",Non-Toxic
Mana JJ onic kalah wkwkwkwk,Mana JJ onic kalah wkwkwkwk,mana jj onic kalah wkwkwkwk,"['mana', 'jj', 'onic', 'kalah', 'wkwkwkwk']","['mana', 'jj', 'onic', 'kalah', 'wkwkwkwk']",Non-Toxic
"Haha onic kalah penuh bintang katanya standar gold line ,mana tuh standarnya yg lain juga harus tsandar keknya",Haha onic kalah penuh bintang katanya standar gold line mana tuh standarnya yg lain juga harus tsandar keknya,haha onic kalah penuh bintang katanya standar gold line mana tuh standarnya yg lain juga harus tsandar keknya,"['haha', 'onic', 'kalah', 'penuh', 'bintang', 'katanya', 'standar', 'gold', 'line', 'mana', 'tuh', 'standarnya', 'yg', 'lain', 'juga', 'harus', 'tsandar', 'keknya']","['haha', 'onic', 'kalah', 'penuh', 'bintang', 'katanya', 'standar', 'gold', 'line', 'mana', 'tuh', 'standarnya', 'yang', 'lain', 'juga', 'harus', 'tsandar', 'keknya']",Non-Toxic
Liga tani pecah,Liga tani pecah,liga tani pecah,"['liga', 'tani', 'pecah']","['liga', 'tani', 'pecah']",Non-Toxic
Aw nael acuuuu,Aw nael acuuuu,aw nael acuuuu,"['aw', 'nael', 'acuuuu']","['aw', 'nael', 'acuuuu']",Non-Toxic
gg,gg,gg,['gg'],['gg'],Non-Toxic
Gg ♥️💙,Gg,gg,['gg'],['gg'],Non-Toxic
Btr,Btr,btr,['btr'],['btr'],Non-Toxic
"Permainan biasa kasian belum juara,, ko add mantapp",Permainan biasa kasian belum juara ko add mantapp,permainan biasa kasian belum juara ko add mantapp,"['permainan', 'biasa', 'kasian', 'belum', 'juara', 'ko', 'add', 'mantapp']","['permainan', 'biasa', 'kasian', 'belum', 'juara', 'ko', 'add', 'mantapp']",Non-Toxic
"Nice BTR , , ,gak jadi liga tani",Nice BTR gak jadi liga tani,nice btr gak jadi liga tani,"['nice', 'btr', 'gak', 'jadi', 'liga', 'tani']","['nice', 'btr', 'tidak', 'jadi', 'liga', 'tani']",Non-Toxic
Yebb tolong yeb..yebb tolong yeb,Yebb tolong yebyebb tolong yeb,yebb tolong yebyebb tolong yeb,"['yebb', 'tolong', 'yebyebb', 'tolong', 'yeb']","['yebb', 'tolong', 'yebyebb', 'tolong', 'yeb']",Non-Toxic
Onic dijadiin bot sama btr 🤣,Onic dijadiin bot sama btr,onic dijadiin bot sama btr,"['onic', 'dijadiin', 'bot', 'sama', 'btr']","['onic', 'dijadiin', 'bot', 'sama', 'btr']",Toxic
Patalo si Kelra na import lng Naputol na Dynasty Ng Onic haha ..,Patalo si Kelra na import lng Naputol na Dynasty Ng Onic haha,patalo si kelra na import lng naputol na dynasty ng onic haha,"['patalo', 'si', 'kelra', 'na', 'import', 'lng', 'naputol', 'na', 'dynasty', 'ng', 'onic', 'haha']","['patalo', 'si', 'kelra', 'na', 'import', 'lng', 'naputol', 'na', 'dynasty', 'ng', 'onic', 'haha']",Non-Toxic
😊😊😊😊,,,[],[],Non-Toxic
Agak kecewa Ama onic🥀,Agak kecewa Ama onic,agak kecewa ama onic,"['agak', 'kecewa', 'ama', 'onic']","['agak', 'kecewa', 'ama', 'onic']",Non-Toxic
gg,gg,gg,['gg'],['gg'],Non-Toxic
anjir serius ? HERTODDDD ???,anjir serius HERTODDDD,anjir serius hertodddd,"['anjir', 'serius', 'hertodddd']","['anjir', 'serius', 'hertodddd']",Toxic
https://youtube.com/watch?v=u7dLw-qpMMM&lc=UgwL1adVeiQqEiuV3zN4AaABAg&si=sm6l4TI4Ud3THqJg,,,[],[],Non-Toxic
kembalikan skylar,kembalikan skylar,kembalikan skylar,"['kembalikan', 'skylar']","['kembalikan', 'skylar']",Non-Toxic
